Category,Question,Answer
블루링크,[해지] 블루링크를 해지하고 싶습니다.,블루링크 해지는 아래 모바일 페이지 또는 블루링크 고객센터에서 가능합니다. 해지 모바일 페이지 ▶바로가기  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)
블루링크,[요금제] 요금제 납부 방식을 변경하고 싶습니다.,블루링크 요금제 납부 방법 조회 및 변경은 아래 모바일 페이지 또는 블루링크 고객센터에서 가능합니다. ※ 법인/리스/렌트 차량은 블루링크 고객센터에서 처리 가능  요금제 납부 방법 조회 및 변경 모바일 페이지 ▶바로가기  - 블루링크 고객센터 080-600-6000 - 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) - 평일 08:30 ~ 18:00 (주말/공휴일 휴무)
블루링크,[요금제] 사용 중인 블루링크 요금제가 궁금합니다.,블루링크 자세한 차종별 요금제 안내는 아래 페이지를 참고해주세요.  블루링크 차종별 요금제 안내 ▶바로가기
블루링크,[가입] 블루링크는 어떻게 가입하나요?,블루링크는 블루링크 앱 또는 내비게이션(내비게이션 가입은 출고 후 1년 이내 최초 개통 시)으로 가입하실 수 있습니다. 자세한 가입 안내는 아래 페이지를 참고해주세요.  블루링크 서비스 가입 안내 ▶바로가기
블루링크,[가입] 중고차를 구입했는데 블루링크에 가입할 수 있나요?,"중고차 구매 후 블루링크 가입 시 유료로 이용 또는 무료 기간 승계가 가능하신 경우 무료 기간이 제공됩니다. 블루링크 요금제에 따라 무료 기간 승계 가능여부가 다르므로, 자세한 차종별 요금제안내는 아래 페이지를 참고해주세요. ※ 블루링크 차종별 요금제 안내 ▶바로가기  중고차 구매 시 마이현대 앱으로 가입하실 수 있습니다. 자세한 가입 안내는 아래 페이지를 참고해주세요. ※ 블루링크 서비스 가입 안내 ▶바로가기"
블루링크,[해지] 블루링크를 해지하고 싶습니다.,블루링크 해지는 아래 모바일 페이지 또는 블루링크 고객센터에서 가능합니다. 해지 모바일 페이지 ▶바로가기  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)
블루링크,[해지] 블루링크 가입 차량을 매각하면 자동으로 해지되나요?,블루링크 가입 차량을 매각하신 경우 반드시 블루링크 서비스를 해지하셔야 합니다. 블루링크 서비스를 해지하지 않으시면 계속 서비스 이용요금이 부과됩니다. 블루링크 해지는 아래 모바일 페이지 또는 블루링크 고객센터에서 가능합니다. 해지 모바일 페이지 ▶바로가기  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)
블루링크,[가입] 법인/리스/렌트 차량도 블루링크를 가입할 수 있나요?,"도난추적 서비스는 블루링크 고객센터에 요청하시면 됩니다. 단, 위치 정보 제공을 위해서는 반드시 경찰관서에 도난 신고를 하셔야만 합니다. 사전에 도난 신고가 접수되지 않은 경우에는 고객과 경찰서, 블루링크 고객센터 3자간 통화를 통해 고객님이 직접 도난 신고를 하실 수 있도록 도와 드립니다.  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
블루링크,[서비스] 에어백 전개 자동통보 서비스는 어떻게 이용하나요?,"에어백 전개 자동통보 서비스는 고객님 차량의 에어백이 전개되면 블루링크 고객센터로 사고가 자동 접수되어 상담원이 고객님의 차량으로 사고 상황을 알아보기 위해 전화 드립니다. 고객님은 침착하게 사고 상황만 말씀해 주시면 119 및 보험사 등에 출동요청을 해 드리며, 만약 차량 탑승자의 부상 정도가 심해 사고 상황을 설명할 수 없는 경우에는 자동으로 긴급 출동을 요청하게 됩니다."
블루링크,[서비스] 블루링크 단말기는 어디에서 판매 하나요?,"블루링크 단말기는 차량 일체형으로 신규 차량구매시 옵션으로 구매하실 수 있으며, 단말기 만을 구입하여 기존에 보유하고 계신 차량에 별도로 장착 하실 수는 없습니다."
블루링크,[앱] 마이현대 앱은 어떻게 사용하나요?,마이현대 앱 설치 및 로그인 등 자세한 이용 안내는 아래 페이지를 참고해주세요.  마이현대 앱 이용 안내 ▶바로가기
블루링크,[서비스] 도난 경보 알림 서비스는 어떻게 이용하나요?,"도난 경보 알림 서비스는 차량의 도난 경보가 작동하게 되면 블루링크 센터로 신호가 자동으로 접수되어, 고객 휴대폰으로 긴급상황임을 알리는 문자 메시지를 전송해 드리는 서비스입니다. 단, 시동을 끈 후 48시간이 경과되면 도난 경보 알림 서비스가 제공되지 않습니다. 차량을 도난 당했을 경우에는 블루링크 고객센터로 도난 추적 서비스를 요청하시면 됩니다.  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
블루링크,[서비스] 도난 추적 서비스 요청은 어떻게 해야 하나요?,"도난추적 서비스는 블루링크 고객센터에 요청하시면 됩니다. 단, 위치 정보 제공을 위해서는 반드시 경찰관서에 도난 신고를 하셔야만 합니다. 사전에 도난 신고가 접수되지 않은 경우에는 고객과 경찰서, 블루링크 고객센터 3자간 통화를 통해 고객님이 직접 도난 신고를 하실 수 있도록 도와 드립니다.  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
블루링크,[서비스] 긴급 견인 출동 요원이 견인을 하면서 특수 장비가 필요한 경우 추가 비용이 드나요?,"도로를 이탈하거나 장애물 등으로 인해 자력 주행이 불가능하여 구난을 필요로 할 경우 긴급구난 서비스가 제공됩니다. 그러나 이 경우 별도의 구난장비 없이 견인차(렉카)로 구난이 가능한 경우에 한하며, 별도의 구난장비가 필요하거나 작업 난이도에 따라 추가비용을 지급하여야 합니다. 또한 구난작업 30분 초과시(현장도착에서 완료까지의 시간) 별도의 비용을 부담 하여야 합니다."
블루링크,"[서비스] 도난 추적 서비스 요청을 했는데, 추적이 불가능한 경우가 있나요?",도난 추적 서비스는 차량의 전류 공급 안정성을 위해 시동이 꺼진 후 아래의 시간 동안 지원 가능합니다. 따라서 시동이 꺼진 후 아래 시간 이상 경과하여 이후에 도난 차량의 재시동이 되지 않는 경우에는 차량의 위치추적이 불가능할 수 있습니다.  - 블루링크 1.0 차량 : 시동이 꺼진 시점으로부터 48시간(2015년 4차 정기 업데이트 시 96시간) - 블루링크 2.0 및 3.0 차량 : 시동이 꺼진 시점으로부터 96시간 - 10.25인치 이상의 내비게이션 장착 차량 : 시동이 꺼진 시점으로부터 168시간 - ccNC 장착 차량 : 시동이 꺼진 시점으로부터 336시간  - 과거 위치 정보 : 위치 정보 수집 시점으로부터 2주 이내
블루링크,[앱] 다른 사람에게 블루링크 가입 차량을 공유할 수 있나요?,마이현대 앱에서 블루링크 가입 차량 공유가 가능합니다. 자세한 공유 안내는 아래 페이지를 참고해주세요.  마이현대 앱 차량 공유 안내 ▶바로가기
현대 디지털 키,출고 이후 카드키만 따로 구매 가능한가요?,"NFC 카드키를 따로 구매하는 것은 가능하지만, 디지털키 옵션을 선택하지 않은 경우 등록은 불가능 합니다. 즉, 디지털키 옵션 선택한 경우에만 NFC 카드 키 등록이 가능합니다.  NFC 카드 키 구매는 전국 모비스 A/S망(오프라인) 및 블루멤버스 포인트몰(온라인)에서 구매할 수 있으며 카드 키 등록 방법은 크게 1. NFC 카드 키 등록 인증 → 2. 차량 내 카드 키 등록으로 이루어 집니다. 보다 자세한 절차는 위 ""NFC 카드키 등록은 어떻게 하나요?"" 문항을 참고 부탁드립니다."
현대 디지털 키,디지털 키 App이 계속 자동으로 꺼지는데 어떻게 하나요?,"App이 자동으로 종료되는 현상은 크게 2가지로 나뉩니다. 각 경우에 해당하는 항목을 참고하세요.  1. 최신 버전 미지원: 현대 디지털 키 App이 최신 버전이 아닐 경우, 간혹 App이 종료될 수 있습니다. 이 경우 구글 플레이 스토어에서 App을 최신 버전으로 업데이트 하시면 정상 사용 가능합니다.  2. 보안 프로그램 충돌: 현대 디지털 키 App의 보안 솔루션 기능에서 Rooting이 탐지 될 경우 App이 자동으로 종료될 수 있습니다. 이 경우 스마트폰의 Root 권한을 사용하는 App을 삭제하시면 디지털 키 정상 사용 가능합니다.  ■ 스마트폰의 Root 권한을 사용하는 App 확인 방법 구글 플레이 스토어 →“Root” 또는 “Superuser”로 검색 →해당 App 목록을 확인"
현대 디지털 키,"소유 차량 등록 확인은 어떻게 하나요?(중고차, 명의변경)","중고차 혹은 명의변경의 경우는 다음과 같은 절차로 차량 등록 가능합니다. (자동차 등록원부 상 ""대표 명의자""만 인증이 가능합니다.)  ■ 디지털 키 APP 메뉴 [차량 인증] - [디지털 키 차량 등록 확인] - [팝업된 정보 입력]"
현대 디지털 키,공동명의 차량인데 차량 등록이 안되는데 어떻게 해야 하나요?,"현대 디지털 키 App은 '자동차 등록원부' 상 차량의 대표 명의자(1명)로 등재가 되어 있는 소유주 분만 인증이 가능합니다. 공동명의의 경우 역시 차량의 대표 명의자는 1명으로 대표 명의자가 키를 발급받고, 공동 명의자에게 키를 공유하는 방식으로 사용이 가능합니다.  ■ 차량 대표 명의자 확인 방법 1) 인터넷 : 자동차 365(http://car365.go.kr)→ 자동차민원 대국민포털 → 등록원부발급(무료) → 차량 대표 명의자 확인"
현대 디지털 키,휴대폰 nfc기능이 인식이 안돼요. 어떻게 해야하나요?,금속 혹은 두꺼운 핸드폰 케이스를 사용하거나 무선 충전 패드 위에 금속류의 부착물을 장착한 경우에는 전파 간섭에 의해 현대 디지털 키 이용에 제한이 있을 수 있습니다. 이 경우 휴대폰 케이스 및 패드 부착물 제거하시면 nfc 정상 인식 및 동작 가능합니다.
현대 디지털 키,출고 이후 카드키만 따로 구매 가능한가요?,"NFC 카드키를 따로 구매하는 것은 가능하지만, 디지털키 옵션을 선택하지 않은 경우 등록은 불가능 합니다. 즉, 디지털키 옵션 선택한 경우에만 NFC 카드 키 등록이 가능합니다.  NFC 카드 키 구매는 전국 모비스 A/S망(오프라인) 및 블루멤버스 포인트몰(온라인)에서 구매할 수 있으며 카드 키 등록 방법은 크게 1. NFC 카드 키 등록 인증 → 2. 차량 내 카드 키 등록으로 이루어 집니다. 보다 자세한 절차는 위 ""NFC 카드키 등록은 어떻게 하나요?"" 문항을 참고 부탁드립니다."
현대 디지털 키,디지털 키 App이 계속 자동으로 꺼지는데 어떻게 하나요?,"App이 자동으로 종료되는 현상은 크게 2가지로 나뉩니다. 각 경우에 해당하는 항목을 참고하세요.  1. 최신 버전 미지원: 현대 디지털 키 App이 최신 버전이 아닐 경우, 간혹 App이 종료될 수 있습니다. 이 경우 구글 플레이 스토어에서 App을 최신 버전으로 업데이트 하시면 정상 사용 가능합니다.  2. 보안 프로그램 충돌: 현대 디지털 키 App의 보안 솔루션 기능에서 Rooting이 탐지 될 경우 App이 자동으로 종료될 수 있습니다. 이 경우 스마트폰의 Root 권한을 사용하는 App을 삭제하시면 디지털 키 정상 사용 가능합니다.  ■ 스마트폰의 Root 권한을 사용하는 App 확인 방법 구글 플레이 스토어 →“Root” 또는 “Superuser”로 검색 →해당 App 목록을 확인"
현대 디지털 키,"소유 차량 등록 확인은 어떻게 하나요?(중고차, 명의변경)","중고차 혹은 명의변경의 경우는 다음과 같은 절차로 차량 등록 가능합니다. (자동차 등록원부 상 ""대표 명의자""만 인증이 가능합니다.)  ■ 디지털 키 APP 메뉴 [차량 인증] - [디지털 키 차량 등록 확인] - [팝업된 정보 입력]"
현대 디지털 키,공동명의 차량인데 차량 등록이 안되는데 어떻게 해야 하나요?,"현대 디지털 키 App은 '자동차 등록원부' 상 차량의 대표 명의자(1명)로 등재가 되어 있는 소유주 분만 인증이 가능합니다. 공동명의의 경우 역시 차량의 대표 명의자는 1명으로 대표 명의자가 키를 발급받고, 공동 명의자에게 키를 공유하는 방식으로 사용이 가능합니다.  ■ 차량 대표 명의자 확인 방법 1) 인터넷 : 자동차 365(http://car365.go.kr)→ 자동차민원 대국민포털 → 등록원부발급(무료) → 차량 대표 명의자 확인"
현대 디지털 키,휴대폰 nfc기능이 인식이 안돼요. 어떻게 해야하나요?,금속 혹은 두꺼운 핸드폰 케이스를 사용하거나 무선 충전 패드 위에 금속류의 부착물을 장착한 경우에는 전파 간섭에 의해 현대 디지털 키 이용에 제한이 있을 수 있습니다. 이 경우 휴대폰 케이스 및 패드 부착물 제거하시면 nfc 정상 인식 및 동작 가능합니다.
현대 디지털 키,출고 이후 카드키만 따로 구매 가능한가요?,"NFC 카드키를 따로 구매하는 것은 가능하지만, 디지털키 옵션을 선택하지 않은 경우 등록은 불가능 합니다. 즉, 디지털키 옵션 선택한 경우에만 NFC 카드 키 등록이 가능합니다.  NFC 카드 키 구매는 전국 모비스 A/S망(오프라인) 및 블루멤버스 포인트몰(온라인)에서 구매할 수 있으며 카드 키 등록 방법은 크게 1. NFC 카드 키 등록 인증 → 2. 차량 내 카드 키 등록으로 이루어 집니다. 보다 자세한 절차는 위 ""NFC 카드키 등록은 어떻게 하나요?"" 문항을 참고 부탁드립니다."
현대 디지털 키,디지털 키 App이 계속 자동으로 꺼지는데 어떻게 하나요?,"App이 자동으로 종료되는 현상은 크게 2가지로 나뉩니다. 각 경우에 해당하는 항목을 참고하세요.  1. 최신 버전 미지원: 현대 디지털 키 App이 최신 버전이 아닐 경우, 간혹 App이 종료될 수 있습니다. 이 경우 구글 플레이 스토어에서 App을 최신 버전으로 업데이트 하시면 정상 사용 가능합니다.  2. 보안 프로그램 충돌: 현대 디지털 키 App의 보안 솔루션 기능에서 Rooting이 탐지 될 경우 App이 자동으로 종료될 수 있습니다. 이 경우 스마트폰의 Root 권한을 사용하는 App을 삭제하시면 디지털 키 정상 사용 가능합니다.  ■ 스마트폰의 Root 권한을 사용하는 App 확인 방법 구글 플레이 스토어 →“Root” 또는 “Superuser”로 검색 →해당 App 목록을 확인"
현대 디지털 키,"소유 차량 등록 확인은 어떻게 하나요?(중고차, 명의변경)","중고차 혹은 명의변경의 경우는 다음과 같은 절차로 차량 등록 가능합니다. (자동차 등록원부 상 ""대표 명의자""만 인증이 가능합니다.)  ■ 디지털 키 APP 메뉴 [차량 인증] - [디지털 키 차량 등록 확인] - [팝업된 정보 입력]"
현대 디지털 키,공동명의 차량인데 차량 등록이 안되는데 어떻게 해야 하나요?,LG 기종 뿐만 아니라 삼성 기종에서도 일부 제조사/통신사 전용 서비스(각종 페이 등) 사용성 때문에 GPS를 켜야 NFC와 블루투스가 동작하는 스마트폰이 있습니다. 일반적으로 GPS ON 상태를 권장합니다.
현대 디지털 키,법인 구매 고객은 주사용자 등록을 어떻게 하나요?,법인 실운행 개인 고객 이용 가능합니다 (현대자동차 법인 페이지 통해 차량 등록 후 스마트폰에서 가능함) 상세 경로 : 현대자동차 홈페이지 법인 회원 가입 → 법인 로그인 → 법인 페이지 → (하단) 현대 디지털 키 주 사용자관리 → 주 사용자 등록/수정 → 개인 사용자 정보 입력 → 가입 안내 문자 발송 → 개인 스마트폰에서 등록 진행 하시면 됨 유선안내하고 문자로도 발송
현대 디지털 키,핀번호 잊은 경우에는 어떻게 하나요?,"홈페이지에서 마이페이지 상에 PIN 초기화 시, 탈퇴 없이도 본인인증을 하면 PIN을 새로 변경해 사용할 수 있습니다."
현대 디지털 키,"안드로이드 OS 버전, 블루투스 버전 확인 방법은 어떻게 되나요?","안드로이드 OS 보는 법, 블루투스 버전 확인은 스마트폰 제조사 홈페이지를 참고해 주시기 바랍니다."
현대 디지털 키,NFC 카드키 등록은 어떻게 하나요?,"NFC카드는 외부에서 구매가 가능해 발렛파킹 등에서 타인의 카드키를 쉽게 등록하는 것을 방지하기 위해 여러 인증 방법을 거쳐 등록이 가능합니다. NFC 카드 키 등록 방법은 다음과 같이 크게 2가지 절차로 구분됩니다. 1. NFC 카드 키 등록 인증 2. 차량 내 카드 키 등록  1. NFC 카드 키 등록 인증(3가지 방법 중 택일) ■ 블루투스 인증 방식 1) 현대 디지털 키 앱 에서 [카드 키 등록 인증] – [블루투스 인증] 선택 2) 인증 성공 메시지 확인 하고 5분 이내 [2. 차량 내 카드 키 등록] 절차 진행  ■ NFC 인증 방식 1) 현대 디지털 키 앱에서 [카드 키 등록 인증] – [NFC 인증] 선택 2) 운전석/조수석 도어 손잡이에 디지털 키(스마트폰) 접촉하여 인증 수행 3) 인증 성공 메시지 확인 하고 5분 이내 [2. 차량 내 카드 키 등록] 절차 진행  ■ 스마트 키 인증 방식(아이폰 사용자 포함 아반떼CN7, 쏘나타 DN8 20MY 및 이후 출시 차종에 한함) 1) 스마트 키 2개를 소지한 상태에서 차량에 탑승 2) [2. 차량 내 카드 키 등록] 절차 진행  2. 차량 내 카드 키 등록 1) 1개 이상의 스마트 FOB 키를 소지한 상태로 차량 탑승 합니다 2) 스마트폰 무선충전 패드에 카드 키를 거치합니다. 3) AVN 화면에서 '카드 키' > '등록' 버튼을 눌러 카드 키를 차량에 등록합니다."
현대 디지털 키,LG 핸드폰은 GPS ON 해야 디지털키 사용이 가능한가요?,LG 기종 뿐만 아니라 삼성 기종에서도 일부 제조사/통신사 전용 서비스(각종 페이 등) 사용성 때문에 GPS를 켜야 NFC와 블루투스가 동작하는 스마트폰이 있습니다. 일반적으로 GPS ON 상태를 권장합니다.
현대 디지털 키,법인 구매 고객은 주사용자 등록을 어떻게 하나요?,법인 실운행 개인 고객 이용 가능합니다 (현대자동차 법인 페이지 통해 차량 등록 후 스마트폰에서 가능함) 상세 경로 : 현대자동차 홈페이지 법인 회원 가입 → 법인 로그인 → 법인 페이지 → (하단) 현대 디지털 키 주 사용자관리 → 주 사용자 등록/수정 → 개인 사용자 정보 입력 → 가입 안내 문자 발송 → 개인 스마트폰에서 등록 진행 하시면 됨 유선안내하고 문자로도 발송
빌트인캠,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
빌트인캠,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
빌트인캠,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
빌트인캠,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
빌트인캠,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
빌트인캠,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
빌트인캠,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
빌트인캠,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
기타,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
기타,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
기타,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
기타,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
기타,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
기타,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
기타,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
기타,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.  다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴) 홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
